Country,Holiday,Start Date,End Date
Greek Holidays,Good Friday,2018-04-06,2018-04-07
Greek Holidays,Holy Spirit Monday,2018-05-28,2018-05-29
Greek Holidays,The Restoration of Democracy,2018-07-24,2018-07-25
Greek Holidays,Dormition of the Holy Virgin,2018-08-15,2018-08-16
Greek Holidays,Easter Monday,2019-04-29,2019-04-30
Greek Holidays,Easter Monday,2017-04-17,2017-04-18
Greek Holidays,Holy Spirit Monday,2017-06-05,2017-06-06
Greek Holidays,Christmas Day,2017-12-25,2017-12-26
Greek Holidays,Synaxis of the Mother of God,2017-12-26,2017-12-27
Greek Holidays,Epiphany,2018-01-06,2018-01-07
Greek Holidays,Clean Monday,2018-02-19,2018-02-20
Greek Holidays,Easter Monday,2018-04-09,2018-04-10
Greek Holidays,Labor Day / May Day,2018-05-01,2018-05-02
Greek Holidays,New Year's Day,2019-01-01,2019-01-02
Greek Holidays,Epiphany,2019-01-06,2019-01-07
Greek Holidays,The Three Holy Hierarchs,2019-01-30,2019-01-31
Greek Holidays,Clean Monday,2019-03-11,2019-03-12
Greek Holidays,Easter Sunday,2019-04-28,2019-04-29
Greek Holidays,Labor Day / May Day,2019-05-01,2019-05-02
Greek Holidays,The Ochi day,2019-10-28,2019-10-29
Greek Holidays,Christmas Day,2019-12-25,2019-12-26
Greek Holidays,The Restoration of Democracy,2017-07-24,2017-07-25
Greek Holidays,The Ochi day,2018-10-28,2018-10-29
Greek Holidays,Christmas Day,2018-12-25,2018-12-26
Greek Holidays,Synaxis of the Mother of God,2018-12-26,2018-12-27
Greek Holidays,Holy Spirit Monday,2019-06-17,2019-06-18
Greek Holidays,Synaxis of the Mother of God,2019-12-26,2019-12-27
Greek Holidays,25th of March (national holiday),2017-03-25,2017-03-26
Greek Holidays,Annunciation of the Lord,2017-03-25,2017-03-26
Greek Holidays,25th of March (national holiday),2018-03-25,2018-03-26
Greek Holidays,Annunciation of the Lord,2018-03-25,2018-03-26
Greek Holidays,25th of March (national holiday),2019-03-25,2019-03-26
Greek Holidays,Annunciation of the Lord,2019-03-25,2019-03-26
Greek Holidays,Armed Forces Day,2017-11-21,2017-11-22
Greek Holidays,Armed Forces Day,2018-11-21,2018-11-22
Greek Holidays,Armed Forces Day,2019-11-21,2019-11-22
Hong Kong Holidays,New Year's Day,2017-01-01,2017-01-02
Hong Kong Holidays,New Year's Day observed,2017-01-02,2017-01-03
Hong Kong Holidays,Good Friday,2017-04-14,2017-04-15
Hong Kong Holidays,Labour Day,2017-05-01,2017-05-02
Hong Kong Holidays,National Day of the People's Republic of China,2017-10-01,2017-10-02
Hong Kong Holidays,National Day of the People's Republic of China observed,2017-10-02,2017-10-03
Hong Kong Holidays,Day after Mid-Autumn Festival,2017-10-05,2017-10-06
Hong Kong Holidays,Boxing Day,2017-12-26,2017-12-27
Hong Kong Holidays,Hong Kong Special Administrative Region Establishment Day,2018-07-01,2018-07-02
Hong Kong Holidays,Hong Kong Special Administrative Region Establishment Day observed,2018-07-02,2018-07-03
Hong Kong Holidays,National Day of the People's Republic of China,2018-10-01,2018-10-02
Hong Kong Holidays,Chung Yeung Festival,2019-10-07,2019-10-08
Hong Kong Holidays,Dragon Boat Festival,2017-05-30,2017-05-31
Hong Kong Holidays,Hong Kong Special Administrative Region Establishment Day,2017-07-01,2017-07-02
Hong Kong Holidays,Easter Monday,2018-04-02,2018-04-03
Hong Kong Holidays,Labour Day,2018-05-01,2018-05-02
Hong Kong Holidays,Dragon Boat Festival,2018-06-18,2018-06-19
Hong Kong Holidays,Day after Mid-Autumn Festival,2018-09-25,2018-09-26
Hong Kong Holidays,Boxing Day,2018-12-26,2018-12-27
Hong Kong Holidays,Second day of Chinese Lunar New Year,2019-02-06,2019-02-07
Hong Kong Holidays,Third day of Chinese Lunar New Year,2019-02-07,2019-02-08
Hong Kong Holidays,Good Friday,2019-04-19,2019-04-20
Hong Kong Holidays,Easter Monday,2019-04-22,2019-04-23
Hong Kong Holidays,Labour Day,2019-05-01,2019-05-02
Hong Kong Holidays,Buddha's Birthday,2019-05-12,2019-05-13
Hong Kong Holidays,Day after Mid-Autumn Festival,2019-09-14,2019-09-15
Hong Kong Holidays,Christmas Day,2019-12-25,2019-12-26
Hong Kong Holidays,Easter Sunday,2017-04-16,2017-04-17
Hong Kong Holidays,Buddha's Birthday,2017-05-03,2017-05-04
Hong Kong Holidays,Second day of Chinese Lunar New Year,2018-02-17,2018-02-18
Hong Kong Holidays,Easter Sunday,2018-04-01,2018-04-02
Hong Kong Holidays,Christmas Day,2018-12-25,2018-12-26
Hong Kong Holidays,Easter Sunday,2019-04-21,2019-04-22
Hong Kong Holidays,National Day of the People's Republic of China,2019-10-01,2019-10-02
Hong Kong Holidays,Boxing Day,2019-12-26,2019-12-27
Hong Kong Holidays,Holy Saturday,2017-04-15,2017-04-16
Hong Kong Holidays,Easter Monday,2017-04-17,2017-04-18
Hong Kong Holidays,Chung Yeung Festival,2017-10-28,2017-10-29
Hong Kong Holidays,Christmas Day,2017-12-25,2017-12-26
Hong Kong Holidays,New Year's Day,2018-01-01,2018-01-02
Hong Kong Holidays,Chinese Lunar New Year's Day,2018-02-16,2018-02-17
Hong Kong Holidays,Third day of Chinese Lunar New Year,2018-02-19,2018-02-20
Hong Kong Holidays,Good Friday,2018-03-30,2018-03-31
Hong Kong Holidays,Holy Saturday,2018-03-31,2018-04-01
Hong Kong Holidays,Chinese Lunar New Year's Day,2019-02-05,2019-02-06
Hong Kong Holidays,Holy Saturday,2019-04-20,2019-04-21
Hong Kong Holidays,Dragon Boat Festival,2019-06-07,2019-06-08
Hong Kong Holidays,Hong Kong Special Administrative Region Establishment Day,2019-07-01,2019-07-02
Hong Kong Holidays,Chinese Lunar New Year's Day,2017-01-28,2017-01-29
Hong Kong Holidays,Buddha's Birthday,2018-05-22,2018-05-23
Hong Kong Holidays,Chung Yeung Festival,2018-10-17,2018-10-18
Hong Kong Holidays,New Year's Day,2019-01-01,2019-01-02
Hong Kong Holidays,Second day of Chinese Lunar New Year,2017-01-29,2017-01-30
Hong Kong Holidays,Third day of Chinese Lunar New Year,2017-01-30,2017-01-31
Hong Kong Holidays,Fourth day of Chinese Lunar New Year,2017-01-31,2017-02-01
Hong Kong Holidays,Valentine's Day,2017-02-14,2017-02-15
Hong Kong Holidays,Tomb Sweeping Day,2017-04-04,2017-04-05
Hong Kong Holidays,Valentine's Day,2018-02-14,2018-02-15
Hong Kong Holidays,Tomb Sweeping Day,2018-04-05,2018-04-06
Hong Kong Holidays,Valentine's Day,2019-02-14,2019-02-15
Hong Kong Holidays,Tomb Sweeping Day,2019-04-05,2019-04-06
Hong Kong Holidays,Mother's Day,2017-05-14,2017-05-15
Hong Kong Holidays,Father's Day,2017-06-18,2017-06-19
Hong Kong Holidays,Mother's Day,2018-05-13,2018-05-14
Hong Kong Holidays,Father's Day,2018-06-17,2018-06-18
Hong Kong Holidays,Mother's Day,2019-05-12,2019-05-13
Hong Kong Holidays,Father's Day,2019-06-16,2019-06-17
Indian Holidays,New Year's Day,2017-01-01,2017-01-02
Indian Holidays,Guru Govind Singh Jayanti,2017-01-05,2017-01-06
Indian Holidays,Pongal,2017-01-14,2017-01-15
Indian Holidays,Makar Sankranti,2017-01-14,2017-01-15
Indian Holidays,Republic Day,2017-01-26,2017-01-27
Indian Holidays,Vasant Panchami,2017-02-01,2017-02-02
Indian Holidays,Guru Ravidas Jayanti,2017-02-10,2017-02-11
Indian Holidays,Shivaji Jayanti,2017-02-19,2017-02-20
Indian Holidays,Maharishi Dayanand Saraswati Jayanti,2017-02-21,2017-02-22
Indian Holidays,Maha Shivaratri/Shivaratri,2017-02-24,2017-02-25
Indian Holidays,Holika Dahana,2017-03-12,2017-03-13
Indian Holidays,Chaitra Sukhladi,2017-03-28,2017-03-29
Indian Holidays,Rama Navami,2017-04-04,2017-04-05
Indian Holidays,Mahavir Jayanti,2017-04-09,2017-04-10
Indian Holidays,Hazarat Ali's Birthday,2017-04-11,2017-04-12
Indian Holidays,Vaisakhi,2017-04-13,2017-04-14
Indian Holidays,Good Friday,2017-04-14,2017-04-15
Indian Holidays,Ambedkar Jayanti,2017-04-14,2017-04-15
Indian Holidays,Mesadi/Vaisakhadi,2017-04-15,2017-04-16
Indian Holidays,Easter Day,2017-04-16,2017-04-17
Indian Holidays,Buddha Purnima/Vesak,2017-05-10,2017-05-11
Indian Holidays,Jamat Ul-Vida,2017-06-23,2017-06-24
Indian Holidays,Rath Yatra,2017-06-25,2017-06-26
Indian Holidays,Ramzan Id/Eid-ul-Fitar,2017-06-26,2017-06-27
Indian Holidays,Raksha Bandhan (Rakhi),2017-08-07,2017-08-08
Indian Holidays,Independence Day,2017-08-15,2017-08-16
Indian Holidays,Janmashtami,2017-08-15,2017-08-16
Indian Holidays,Ganesh Chaturthi/Vinayaka Chaturthi,2017-08-25,2017-08-26
Indian Holidays,Bakr Id/Eid ul-Adha,2017-09-02,2017-09-03
Indian Holidays,Onam,2017-09-04,2017-09-05
Indian Holidays,Maha Saptami,2017-09-27,2017-09-28
Indian Holidays,Maha Navami,2017-09-29,2017-09-30
Indian Holidays,Dussehra (Maha Navami),2017-09-30,2017-10-01
Indian Holidays,Muharram/Ashura,2017-10-01,2017-10-02
Indian Holidays,Mahatma Gandhi Jayanti,2017-10-02,2017-10-03
Indian Holidays,Maharishi Valmiki Jayanti,2017-10-05,2017-10-06
Indian Holidays,Karaka Chaturthi (Karva Chauth),2017-10-08,2017-10-09
Indian Holidays,Naraka Chaturdasi,2017-10-18,2017-10-19
Indian Holidays,Diwali/Deepavali,2017-10-19,2017-10-20
Indian Holidays,Govardhan Puja,2017-10-20,2017-10-21
Indian Holidays,Bhai Duj,2017-10-21,2017-10-22
Indian Holidays,Chhat Puja (Pratihar Sashthi/Surya Sashthi),2017-10-26,2017-10-27
Indian Holidays,Guru Nanak Jayanti,2017-11-04,2017-11-05
Indian Holidays,Guru Tegh Bahadur's Martyrdom Day,2017-11-24,2017-11-25
Indian Holidays,Milad un-Nabi/Id-e-Milad,2017-12-02,2017-12-03
Indian Holidays,Christmas Eve,2017-12-24,2017-12-25
Indian Holidays,Christmas,2017-12-25,2017-12-26
Indian Holidays,Birthday of Ravindranath,2017-05-09,2017-05-10
Indian Holidays,Parsi New Year,2017-08-17,2017-08-18
Indian Holidays,Maha Ashtami,2017-09-28,2017-09-29
Indian Holidays,New Year's Day,2018-01-01,2018-01-02
Indian Holidays,Pongal,2018-01-14,2018-01-15
Indian Holidays,Vasant Panchami,2018-01-22,2018-01-23
Indian Holidays,Republic Day,2018-01-26,2018-01-27
Indian Holidays,Guru Ravidas Jayanti,2018-01-31,2018-02-01
Indian Holidays,Maharishi Dayanand Saraswati Jayanti,2018-02-10,2018-02-11
Indian Holidays,Shivaji Jayanti,2018-02-19,2018-02-20
Indian Holidays,Holika Dahana,2018-03-01,2018-03-02
Indian Holidays,Holi,2018-03-02,2018-03-03
Indian Holidays,Chaitra Sukhladi,2018-03-18,2018-03-19
Indian Holidays,Rama Navami,2018-03-25,2018-03-26
Indian Holidays,Mahavir Jayanti,2018-03-29,2018-03-30
Indian Holidays,Good Friday,2018-03-30,2018-03-31
Indian Holidays,Hazarat Ali's Birthday,2018-04-01,2018-04-02
Indian Holidays,Easter Day,2018-04-01,2018-04-02
Indian Holidays,Vaisakhi,2018-04-14,2018-04-15
Indian Holidays,Ambedkar Jayanti,2018-04-14,2018-04-15
Indian Holidays,Mesadi/Vaisakhadi,2018-04-15,2018-04-16
Indian Holidays,Buddha Purnima/Vesak,2018-04-30,2018-05-01
Indian Holidays,Birthday of Ravindranath,2018-05-09,2018-05-10
Indian Holidays,Jamat Ul-Vida,2018-06-15,2018-06-16
Indian Holidays,Rath Yatra,2018-07-14,2018-07-15
Indian Holidays,Parsi New Year,2018-08-17,2018-08-18
Indian Holidays,Bakr Id/Eid ul-Adha,2018-08-22,2018-08-23
Indian Holidays,Onam,2018-08-25,2018-08-26
Indian Holidays,Raksha Bandhan (Rakhi),2018-08-26,2018-08-27
Indian Holidays,Janmashtami,2018-09-03,2018-09-04
Indian Holidays,Ganesh Chaturthi/Vinayaka Chaturthi,2018-09-13,2018-09-14
Indian Holidays,Muharram/Ashura,2018-09-21,2018-09-22
Indian Holidays,Mahatma Gandhi Jayanti,2018-10-02,2018-10-03
Indian Holidays,Maha Saptami,2018-10-16,2018-10-17
Indian Holidays,Maha Ashtami,2018-10-17,2018-10-18
Indian Holidays,Maharishi Valmiki Jayanti,2018-10-24,2018-10-25
Indian Holidays,Karaka Chaturthi (Karva Chauth),2018-10-27,2018-10-28
Indian Holidays,Naraka Chaturdasi,2018-11-06,2018-11-07
Indian Holidays,Diwali/Deepavali,2018-11-07,2018-11-08
Indian Holidays,Bhai Duj,2018-11-09,2018-11-10
Indian Holidays,Chhat Puja (Pratihar Sashthi/Surya Sashthi),2018-11-13,2018-11-14
Indian Holidays,Milad un-Nabi/Id-e-Milad,2018-11-21,2018-11-22
Indian Holidays,Guru Nanak Jayanti,2018-11-23,2018-11-24
Indian Holidays,Guru Tegh Bahadur's Martyrdom Day,2018-11-24,2018-11-25
Indian Holidays,Christmas,2018-12-25,2018-12-26
Indian Holidays,Holi,2017-03-13,2017-03-14
Indian Holidays,Makar Sankranti,2018-01-14,2018-01-15
Indian Holidays,Independence Day,2018-08-15,2018-08-16
Indian Holidays,Dussehra (Maha Navami),2018-10-19,2018-10-20
Indian Holidays,Govardhan Puja,2018-11-08,2018-11-09
Indian Holidays,Christmas Eve,2018-12-24,2018-12-25
Indian Holidays,Guru Govind Singh Jayanti,2018-01-05,2018-01-06
Indian Holidays,Maha Shivaratri/Shivaratri,2018-02-13,2018-02-14
Indian Holidays,Ramzan Id/Eid-ul-Fitar,2018-06-15,2018-06-16
Indian Holidays,Maha Navami,2018-10-17,2018-10-18
Indonesian Holidays,New Year's Day,2017-01-01,2017-01-02
Indonesian Holidays,Chinese Lunar New Year's Day,2017-01-28,2017-01-29
Indonesian Holidays,Good Friday,2017-04-14,2017-04-15
Indonesian Holidays,Easter Sunday,2017-04-16,2017-04-17
Indonesian Holidays,Ascension of the Prophet Muhammad,2017-04-24,2017-04-25
Indonesian Holidays,International Labor Day,2017-05-01,2017-05-02
Indonesian Holidays,Ascension Day of Jesus Christ,2017-05-25,2017-05-26
Indonesian Holidays,Indonesian Independence Day,2017-08-17,2017-08-18
Indonesian Holidays,Christmas Eve,2017-12-24,2017-12-25
Indonesian Holidays,Christmas Day,2017-12-25,2017-12-26
Indonesian Holidays,New Year's Eve,2017-12-31,2018-01-01
Indonesian Holidays,Diwali/Deepavali,2017-10-19,2017-10-20
Indonesian Holidays,Bali's Day of Silence and Hindu New Year,2017-03-28,2017-03-29
Indonesian Holidays,Waisak Day (Buddha's Anniversary),2017-05-11,2017-05-12
Indonesian Holidays,Idul Fitri Day 1,2017-06-26,2017-06-27
Indonesian Holidays,Idul Fitri Day 2,2017-06-27,2017-06-28
Indonesian Holidays,The Prophet Muhammad's Birthday,2017-12-01,2017-12-02
Indonesian Holidays,Pancasila Day,2017-06-01,2017-06-02
Indonesian Holidays,Muslim Day of Sacrifice (Idul Adha),2017-09-01,2017-09-02
Indonesian Holidays,Muharram/Islamic New Year,2017-09-21,2017-09-22
Indonesian Holidays,New Year's Day,2018-01-01,2018-01-02
Indonesian Holidays,Chinese Lunar New Year's Day,2018-02-16,2018-02-17
Indonesian Holidays,Bali's Day of Silence and Hindu New Year,2018-03-17,2018-03-18
Indonesian Holidays,Good Friday,2018-03-30,2018-03-31
Indonesian Holidays,Easter Sunday,2018-04-01,2018-04-02
Indonesian Holidays,Ascension of the Prophet Muhammad,2018-04-13,2018-04-14
Indonesian Holidays,International Labor Day,2018-05-01,2018-05-02
Indonesian Holidays,Ascension Day of Jesus Christ,2018-05-10,2018-05-11
Indonesian Holidays,Waisak Day (Buddha's Anniversary),2018-05-29,2018-05-30
Indonesian Holidays,Joint Holiday before Idul Fitri,2018-06-12,2018-06-13
Indonesian Holidays,Second Joint Holiday before Idul Fitri,2018-06-13,2018-06-14
Indonesian Holidays,Idul Fitri Day 1,2018-06-14,2018-06-15
Indonesian Holidays,Idul Fitri Day 2,2018-06-15,2018-06-16
Indonesian Holidays,Joint Holiday After Idul Fitri,2018-06-16,2018-06-17
Indonesian Holidays,Second Joint Holiday After Idul Fitri,2018-06-17,2018-06-18
Indonesian Holidays,Indonesian Independence Day,2018-08-17,2018-08-18
Indonesian Holidays,Muslim Day of Sacrifice (Idul Adha),2018-08-21,2018-08-22
Indonesian Holidays,Muharram/Islamic New Year,2018-09-11,2018-09-12
Indonesian Holidays,Diwali/Deepavali,2018-11-07,2018-11-08
Indonesian Holidays,The Prophet Muhammad's Birthday,2018-11-20,2018-11-21
Indonesian Holidays,Christmas Eve,2018-12-24,2018-12-25
Indonesian Holidays,Christmas Day,2018-12-25,2018-12-26
Indonesian Holidays,New Year's Eve,2018-12-31,2019-01-01
Irish Holidays,Good Friday,2017-04-14,2017-04-15
Irish Holidays,Easter,2017-04-16,2017-04-17
Irish Holidays,May Day,2017-05-01,2017-05-02
Irish Holidays,Christmas Eve,2017-12-24,2017-12-25
Irish Holidays,May Day,2018-05-07,2018-05-08
Irish Holidays,August Bank Holiday,2018-08-06,2018-08-07
Irish Holidays,Christmas Eve,2018-12-24,2018-12-25
Irish Holidays,Christmas Day,2018-12-25,2018-12-26
Irish Holidays,Easter,2019-04-21,2019-04-22
Irish Holidays,August Bank Holiday,2019-08-05,2019-08-06
Irish Holidays,October Bank Holiday,2019-10-28,2019-10-29
Irish Holidays,Christmas Day,2019-12-25,2019-12-26
Irish Holidays,New Year's Day,2017-01-01,2017-01-02
Irish Holidays,St. Patrick's Day,2017-03-17,2017-03-18
Irish Holidays,August Bank Holiday,2017-08-07,2017-08-08
Irish Holidays,Christmas Day,2017-12-25,2017-12-26
Irish Holidays,New Year's Eve,2017-12-31,2018-01-01
Irish Holidays,New Year's Day,2018-01-01,2018-01-02
Irish Holidays,St. Patrick's Day,2018-03-17,2018-03-18
Irish Holidays,Easter,2018-04-01,2018-04-02
Irish Holidays,Easter Monday,2018-04-02,2018-04-03
Irish Holidays,June Bank Holiday,2018-06-04,2018-06-05
Irish Holidays,October Bank Holiday,2018-10-29,2018-10-30
Irish Holidays,New Year's Day,2019-01-01,2019-01-02
Irish Holidays,St. Patrick's Day,2019-03-17,2019-03-18
Irish Holidays,Easter Monday,2019-04-22,2019-04-23
Irish Holidays,Easter Monday,2017-04-17,2017-04-18
Irish Holidays,June Bank Holiday,2017-06-05,2017-06-06
Irish Holidays,October Bank Holiday,2017-10-30,2017-10-31
Irish Holidays,Good Friday,2018-03-30,2018-03-31
Irish Holidays,New Year's Eve,2018-12-31,2019-01-01
Irish Holidays,Good Friday,2019-04-19,2019-04-20
Irish Holidays,May Day,2019-05-06,2019-05-07
Irish Holidays,June Bank Holiday,2019-06-03,2019-06-04
Irish Holidays,Christmas Eve,2019-12-24,2019-12-25
Irish Holidays,New Year's Eve,2019-12-31,2020-01-01
Irish Holidays,St. Patrick's Day observed,2018-03-19,2018-03-20
Irish Holidays,St. Stephen's Day,2017-12-26,2017-12-27
Irish Holidays,St. Stephen's Day,2018-12-26,2018-12-27
Irish Holidays,St. Stephen's Day,2019-12-26,2019-12-27
Irish Holidays,St. Patrick's Day observed,2019-03-18,2019-03-19
Irish Holidays,New Year's Day observed,2017-01-02,2017-01-03
Islamic Holidays,Isra and Mi'raj,2017-04-24,2017-04-25
Islamic Holidays,Lailat al-Qadr,2017-06-21,2017-06-22
Islamic Holidays,Eid al-Adha,2017-09-02,2017-09-03
Islamic Holidays,Eid al-Adha,2018-08-22,2018-08-23
Islamic Holidays,Isra and Mi'raj,2019-04-03,2019-04-04
Islamic Holidays,Ramadan starts,2019-05-06,2019-05-07
Islamic Holidays,Lailat al-Qadr,2019-05-31,2019-06-01
Islamic Holidays,Muharram,2019-09-01,2019-09-02
Islamic Holidays,The Prophet's Birthday,2019-11-10,2019-11-11
Islamic Holidays,Ramadan starts,2017-05-27,2017-05-28
Islamic Holidays,Muharram,2017-09-22,2017-09-23
Islamic Holidays,The Prophet's Birthday,2017-12-01,2017-12-02
Islamic Holidays,Isra and Mi'raj,2018-04-13,2018-04-14
Islamic Holidays,Ramadan starts,2018-05-16,2018-05-17
Islamic Holidays,Lailat al-Qadr,2018-06-10,2018-06-11
Islamic Holidays,Muharram,2018-09-12,2018-09-13
Islamic Holidays,The Prophet's Birthday,2018-11-21,2018-11-22
Islamic Holidays,Eid al-Adha,2019-08-12,2019-08-13
Islamic Holidays,Eid al-Fitr,2017-06-26,2017-06-27
Islamic Holidays,Eid al-Fitr,2018-06-15,2018-06-16
Islamic Holidays,Eid al-Fitr,2019-06-05,2019-06-06
Italian Holidays,Epiphany,2017-01-06,2017-01-07
Italian Holidays,Easter Day,2017-04-16,2017-04-17
Italian Holidays,St. Stephen's Day,2017-12-26,2017-12-27
Italian Holidays,New Year's Day,2018-01-01,2018-01-02
Italian Holidays,Good Friday,2018-03-30,2018-03-31
Italian Holidays,Liberation Day,2018-04-25,2018-04-26
Italian Holidays,Christmas Day,2018-12-25,2018-12-26
Italian Holidays,New Year's Eve,2018-12-31,2019-01-01
Italian Holidays,Epiphany,2019-01-06,2019-01-07
Italian Holidays,Easter Monday,2019-04-22,2019-04-23
Italian Holidays,Labor Day / May Day,2019-05-01,2019-05-02
Italian Holidays,Christmas Day,2019-12-25,2019-12-26
Italian Holidays,St. Stephen's Day,2019-12-26,2019-12-27
Italian Holidays,New Year's Eve,2019-12-31,2020-01-01
Italian Holidays,Easter Monday,2017-04-17,2017-04-18
Italian Holidays,Republic Day,2017-06-02,2017-06-03
Italian Holidays,Christmas Day,2017-12-25,2017-12-26
Italian Holidays,New Year's Eve,2017-12-31,2018-01-01
Italian Holidays,Easter Monday,2018-04-02,2018-04-03
Italian Holidays,Labor Day / May Day,2018-05-01,2018-05-02
Italian Holidays,Republic Day,2018-06-02,2018-06-03
Italian Holidays,Feast of the Immaculate Conception,2018-12-08,2018-12-09
Italian Holidays,New Year's Day,2019-01-01,2019-01-02
Italian Holidays,Liberation Day,2019-04-25,2019-04-26
Italian Holidays,Republic Day,2019-06-02,2019-06-03
Italian Holidays,New Year's Day,2017-01-01,2017-01-02
Italian Holidays,Good Friday,2017-04-14,2017-04-15
Italian Holidays,Liberation Day,2017-04-25,2017-04-26
Italian Holidays,Labor Day / May Day,2017-05-01,2017-05-02
Italian Holidays,All Saints' Day,2017-11-01,2017-11-02
Italian Holidays,Feast of the Immaculate Conception,2017-12-08,2017-12-09
Italian Holidays,Epiphany,2018-01-06,2018-01-07
Italian Holidays,All Saints' Day,2018-11-01,2018-11-02
Italian Holidays,St. Stephen's Day,2018-12-26,2018-12-27
Italian Holidays,Good Friday,2019-04-19,2019-04-20
Italian Holidays,Easter Day,2019-04-21,2019-04-22
Italian Holidays,All Saints' Day,2019-11-01,2019-11-02
Italian Holidays,Easter Day,2018-04-01,2018-04-02
Italian Holidays,Feast of the Immaculate Conception,2019-12-08,2019-12-09
Italian Holidays,Assumption of Mary / Ferragosto,2017-08-15,2017-08-16
Italian Holidays,Assumption of Mary / Ferragosto,2018-08-15,2018-08-16
Italian Holidays,Assumption of Mary / Ferragosto,2019-08-15,2019-08-16
Japanese Holidays,Coming of Age Day,2017-01-09,2017-01-10
Japanese Holidays,Sea Day,2017-07-17,2017-07-18
Japanese Holidays,Respect for the Aged Day,2017-09-18,2017-09-19
Japanese Holidays,Sports Day,2017-10-09,2017-10-10
Japanese Holidays,Emperor's Birthday,2017-12-23,2017-12-24
Japanese Holidays,New Year's Day,2018-01-01,2018-01-02
Japanese Holidays,Coming of Age Day,2018-01-08,2018-01-09
Japanese Holidays,Respect for the Aged Day,2018-09-17,2018-09-18
Japanese Holidays,Autumn Equinox,2018-09-23,2018-09-24
Japanese Holidays,Autumn Equinox observed,2018-09-24,2018-09-25
Japanese Holidays,Emperor's Birthday observed,2018-12-24,2018-12-25
Japanese Holidays,Children's Day,2019-05-05,2019-05-06
Japanese Holidays,Sports Day,2019-10-14,2019-10-15
Japanese Holidays,Labor Thanksgiving Day,2019-11-23,2019-11-24
Japanese Holidays,Emperor's Birthday,2019-12-23,2019-12-24
Japanese Holidays,Greenery Day,2017-05-04,2017-05-05
Japanese Holidays,Culture Day,2017-11-03,2017-11-04
Japanese Holidays,Labor Thanksgiving Day,2017-11-23,2017-11-24
Japanese Holidays,Shōwa Day observed,2018-04-30,2018-05-01
Japanese Holidays,Sports Day,2018-10-08,2018-10-09
Japanese Holidays,New Year's Day,2019-01-01,2019-01-02
Japanese Holidays,National Foundation Day,2019-02-11,2019-02-12
Japanese Holidays,Shōwa Day,2019-04-29,2019-04-30
Japanese Holidays,Greenery Day,2019-05-04,2019-05-05
Japanese Holidays,Sea Day,2019-07-15,2019-07-16
Japanese Holidays,Culture Day observed,2019-11-04,2019-11-05
Japanese Holidays,New Year's Day,2017-01-01,2017-01-02
Japanese Holidays,Spring Equinox,2017-03-20,2017-03-21
Japanese Holidays,Shōwa Day,2017-04-29,2017-04-30
Japanese Holidays,Constitution Memorial Day,2017-05-03,2017-05-04
Japanese Holidays,National Foundation Day,2018-02-11,2018-02-12
Japanese Holidays,National Foundation Day observed,2018-02-12,2018-02-13
Japanese Holidays,Constitution Memorial Day,2018-05-03,2018-05-04
Japanese Holidays,Sea Day,2018-07-16,2018-07-17
Japanese Holidays,Labor Thanksgiving Day,2018-11-23,2018-11-24
Japanese Holidays,Emperor's Birthday,2018-12-23,2018-12-24
Japanese Holidays,Coming of Age Day,2019-01-14,2019-01-15
Japanese Holidays,Autumn Equinox,2019-09-23,2019-09-24
Japanese Holidays,New Year's Day observed,2017-01-02,2017-01-03
Japanese Holidays,Shōwa Day,2018-04-29,2018-04-30
Japanese Holidays,Culture Day,2018-11-03,2018-11-04
Japanese Holidays,Culture Day,2019-11-03,2019-11-04
Japanese Holidays,National Foundation Day,2017-02-11,2017-02-12
Japanese Holidays,Children's Day,2017-05-05,2017-05-06
Japanese Holidays,Greenery Day,2018-05-04,2018-05-05
Japanese Holidays,Children's Day,2018-05-05,2018-05-06
Japanese Holidays,Constitution Memorial Day,2019-05-03,2019-05-04
Japanese Holidays,Children's Day observed,2019-05-06,2019-05-07
Japanese Holidays,Respect for the Aged Day,2019-09-16,2019-09-17
Japanese Holidays,Mountain Day,2017-08-11,2017-08-12
Japanese Holidays,Mountain Day,2018-08-11,2018-08-12
Japanese Holidays,Mountain Day,2019-08-11,2019-08-12
Japanese Holidays,Mountain Day observed,2019-08-12,2019-08-13
Japanese Holidays,Autumn Equinox,2017-09-23,2017-09-24
Japanese Holidays,Spring Equinox,2018-03-21,2018-03-22
Japanese Holidays,Spring Equinox,2019-03-21,2019-03-22
Jewish Holidays,Hanukkah VIII,2017-01-01,2017-01-02
Jewish Holidays,Sukkot I,2017-10-05,2017-10-06
Jewish Holidays,Sukkot V,2017-10-09,2017-10-10
Jewish Holidays,Hanukkah II,2017-12-14,2017-12-15
Jewish Holidays,Pesach II (Passover),2018-04-01,2018-04-02
Jewish Holidays,Rosh Hashana (New Year),2018-09-10,2018-09-11
Jewish Holidays,Sukkot I,2018-09-24,2018-09-25
Jewish Holidays,Yom Kippur,2019-10-09,2019-10-10
Jewish Holidays,Sukkot VII/Hoshanah Rabah,2019-10-20,2019-10-21
Jewish Holidays,Hanukkah VII,2019-12-29,2019-12-30
Jewish Holidays,Pesach I (First day of Passover),2017-04-11,2017-04-12
Jewish Holidays,Sukkot IV,2017-10-08,2017-10-09
Jewish Holidays,Hanukkah III,2017-12-15,2017-12-16
Jewish Holidays,Yom Kippur,2018-09-19,2018-09-20
